"data","represa","nivel","vabs","vrel","vmax","afluente","descarregada","tunel"
"2015-03-28","T",743.13,29.49,34.6,85.20,6.45,0.10,-1
"2015-03-29","PN",753.84,27.19,8.3,329.37,2.74,6.16,-1
"2015-03-29","P",762.28,11.64,31.7,36.73,1.57,1.57,7.52
"2015-03-29","B",752.39,13.11,27.1,48.42,1.25,0.12,7.52
"2015-03-29","J",752.88,50.42,68.1,74.09,7.71,0.05,2.90
"2015-03-29","T",743.09,29.07,34.1,85.20,7.90,0.10,-1
"2015-03-30","PN",753.81,26.89,8.2,329.37,2.75,6.16,-1
"2015-03-30","P",762.26,11.60,31.6,36.73,1.09,1.57,7.52
"2015-03-30","B",752.41,13.23,27.3,48.42,1.48,0.12,7.52
"2015-03-30","J",752.91,50.89,68.7,74.09,8.16,0.05,2.70
"2015-03-30","T",743.03,28.43,33.4,85.20,4.69,0.10,-1
"2015-03-31","PN",753.78,26.60,8.1,329.37,2.77,6.16,-1
"2015-03-31","P",762.23,11.50,31.3,36.73,0.46,1.57,7.75
"2015-03-31","B",752.43,13.31,27.5,48.42,1.03,0.12,7.75
"2015-03-31","J",752.95,51.39,69.4,74.09,8.50,0.05,2.70
"2015-03-31","T",743.00,28.11,33.0,85.20,8.73,0.10,-1
"2015-04-01","PN",753.74,26.21,8.0,329.37,3.00,7.50,-1
"2015-04-01","P",762.21,11.45,31.2,36.73,0.94,1.57,7.52
"2015-04-01","B",752.44,13.36,27.6,48.42,0.69,0.12,7.52
"2015-04-01","J",752.98,51.80,69.9,74.09,7.55,0.05,2.70
"2015-04-01","T",742.94,27.48,32.3,85.20,4.89,0.10,-1
"2015-04-02","PN",753.70,25.82,7.8,329.37,3.02,7.50,-1
"2015-04-02","P",762.18,11.37,31.0,36.73,0.63,1.57,6.94
"2015-04-02","B",752.46,13.46,27.8,48.42,1.26,0.12,6.94
"2015-04-02","J",753.02,52.36,70.7,74.09,9.19,0.05,2.72
"2015-04-02","T",742.88,26.86,31.5,85.20,5.03,0.10,-1
"2015-04-03","PN",753.67,25.53,7.8,329.37,3.11,6.45,-1
"2015-04-03","P",762.15,11.29,30.7,36.73,0.99,1.93,7.64
"2015-04-03","B",752.47,13.51,27.9,48.42,0.69,0.12,7.64
"2015-04-03","J",753.05,52.84,71.3,74.09,8.40,0.05,2.72
"2015-04-03","T",742.81,26.13,30.7,85.20,3.86,0.10,-1
"2015-04-04","PN",753.63,25.19,7.6,329.37,2.26,6.25,-1
"2015-04-04","P",762.10,11.15,30.4,36.73,0.51,2.07,7.75
"2015-04-04","B",752.48,13.56,28.0,48.42,0.69,0.12,7.75
"2015-04-04","J",753.09,53.33,72.0,74.09,8.40,0.05,2.70
"2015-04-04","T",742.74,25.42,29.8,85.20,4.15,0.10,-1
"2015-04-05","PN",753.60,24.91,7.6,329.37,1.82,5.02,-1
"2015-04-05","P",762.06,11.05,30.1,36.73,0.83,2.07,7.41
"2015-04-05","B",752.50,13.66,28.2,48.42,1.27,0.12,7.41
"2015-04-05","J",753.12,53.75,72.5,74.09,7.62,0.05,2.72
"2015-04-05","T",742.68,24.76,29.1,85.20,4.79,0.10,-1
"2015-04-06","PN",753.57,24.58,7.5,329.37,1.17,5.02,-1
"2015-04-06","P",762.01,10.91,29.7,36.73,0.53,2.07,7.64
"2015-04-06","B",752.51,13.71,28.3,48.42,0.70,0.12,7.64
"2015-04-06","J",753.16,54.31,73.3,74.09,9.38,0.05,2.84
"2015-04-06","T",742.63,24.31,28.5,85.20,6.76,0.10,-1
"2015-04-07","PN",753.55,24.39,7.4,329.37,2.83,5.02,-1
"2015-04-07","P",762.00,10.89,29.6,36.73,1.76,2.07,7.41
"2015-04-07","B",752.53,13.81,28.5,48.42,1.27,0.12,7.41
"2015-04-07","J",753.19,54.73,73.9,74.09,9.74,0.05,4.81
"2015-04-07","T",742.58,23.81,27.9,85.20,6.14,0.10,-1
"2015-04-08","PN",753.60,24.82,7.5,329.37,9.96,5.02,-1
"2015-04-08","P",761.97,10.81,29.4,36.73,1.59,2.51,7.52
"2015-04-08","B",752.55,13.91,28.7,48.42,1.28,0.12,7.52
"2015-04-08","J",753.22,55.16,74.4,74.09,9.71,0.05,4.77
"2015-04-08","T",742.53,23.32,27.4,85.20,5.82,0.10,-1
"2015-04-09","PN",753.60,24.86,7.5,329.37,5.57,5.02,-1
"2015-04-09","P",761.89,10.60,28.9,36.73,0.08,2.51,7.41
"2015-04-09","B",752.58,14.06,29.0,48.42,1.86,0.12,7.41
"2015-04-09","J",753.24,55.44,74.8,74.09,8.09,0.05,4.77
"2015-04-09","T",742.48,22.82,26.8,85.20,5.40,0.10,-1
"2015-04-10","PN",753.58,24.67,7.5,329.37,2.82,5.02,-1
"2015-04-10","P",761.82,10.41,28.4,36.73,0.40,2.51,7.52
"2015-04-10","B",752.61,14.21,29.3,48.42,1.87,0.12,7.52
"2015-04-10","J",753.26,55.72,75.2,74.09,9.34,0.05,6.02
"2015-04-10","T",742.44,22.43,26.3,85.20,8.19,0.10,-1
"2015-04-11","PN",753.55,24.39,7.4,329.37,1.73,5.02,-1
"2015-04-11","P",761.78,10.31,28.1,36.73,0.87,2.07,7.06
"2015-04-11","B",752.62,14.26,29.5,48.42,0.70,0.12,7.06
"2015-04-11","J",753.30,56.29,76.0,74.09,12.63,0.05,6.02
"2015-04-11","T",742.39,21.95,25.8,85.20,6.78,0.10,-1
"2015-04-12","PN",753.52,24.11,7.3,329.37,1.75,5.02,-1
"2015-04-12","P",761.73,10.18,27.7,36.73,0.58,2.07,7.41
"2015-04-12","B",752.64,14.36,29.7,48.42,1.29,0.12,7.41
"2015-04-12","J",753.31,56.43,76.2,74.09,7.71,0.05,6.02
"2015-04-12","T",742.34,21.47,25.2,85.20,7.20,0.10,-1
"2015-04-13","PN",753.49,23.83,7.2,329.37,1.76,5.02,-1
"2015-04-13","P",761.70,10.11,27.5,36.73,1.14,2.03,7.18
"2015-04-13","B",752.65,14.41,29.8,48.42,0.71,0.12,7.18
"2015-04-13","J",753.33,56.64,76.4,74.09,8.54,0.05,6.02
"2015-04-13","T",742.29,20.99,24.6,85.20,6.98,0.10,-1
"2015-04-14","PN",753.45,23.40,7.1,329.37,3.14,8.00,-1
"2015-04-14","P",761.65,9.98,27.2,36.73,0.55,2.03,7.41
"2015-04-14","B",752.66,14.46,29.9,48.42,0.71,0.12,7.41
"2015-04-14","J",753.33,56.71,76.5,74.09,8.87,0.05,8.00
"2015-04-14","T",742.25,20.61,24.2,85.20,8.47,0.10,-1
"2015-04-15","PN",753.42,23.17,7.0,329.37,2.33,5.02,-1
"2015-04-15","P",761.60,9.85,26.8,36.73,0.56,2.03,6.94
"2015-04-15","B",752.67,14.51,30.0,48.42,0.71,0.12,6.94
"2015-04-15","J",753.34,56.86,76.7,74.09,9.70,0.05,8.00
"2015-04-15","T",742.22,20.33,23.9,85.20,8.34,0.10,-1
"2015-04-16","PN",753.44,23.36,7.1,329.37,6.63,5.02,-1
"2015-04-16","P",761.57,9.78,26.6,36.73,1.15,2.03,7.41
"2015-04-16","B",752.75,14.92,30.8,48.42,4.86,0.12,7.41
"2015-04-16","J",753.41,57.85,78.1,74.09,21.53,0.05,9.92
"2015-04-16","T",742.26,20.70,24.3,85.20,16.98,0.10,-1
"2015-04-17","PN",753.43,23.27,7.1,329.37,2.42,3.50,-1
"2015-04-17","P",761.54,9.70,26.4,36.73,1.16,2.03,8.45
"2015-04-17","B",752.81,15.23,31.5,48.42,3.71,0.12,8.45
"2015-04-17","J",753.42,58.00,78.3,74.09,11.36,0.05,9.65
"2015-04-17","T",742.27,20.80,24.4,85.20,12.85,0.10,-1
"2015-04-18","PN",753.41,23.08,7.0,329.37,1.38,3.53,-1
"2015-04-18","P",761.52,9.65,26.3,36.73,1.45,2.03,8.45
"2015-04-18","B",752.85,15.44,31.9,48.42,2.53,0.12,8.45
"2015-04-18","J",753.43,58.14,78.5,74.09,12.05,0.05,10.34
"2015-04-18","T",742.27,20.80,24.4,85.20,11.81,0.10,-1
"2015-04-19","PN",753.40,22.99,7.0,329.37,2.46,3.53,-1
"2015-04-19","P",761.50,9.60,26.1,36.73,1.45,2.03,7.87
"2015-04-19","B",752.88,15.60,32.2,48.42,1.93,0.12,7.87
"2015-04-19","J",753.43,58.14,78.5,74.09,10.39,0.05,10.34
"2015-04-19","T",742.27,20.80,24.4,85.20,12.29,0.10,-1
"2015-04-20","PN",753.42,23.17,7.0,329.37,5.67,3.53,-1
"2015-04-20","P",761.48,9.55,26.0,36.73,1.45,2.03,7.87
"2015-04-20","B",752.92,15.81,32.6,48.42,2.55,0.12,7.87
"2015-04-20","J",753.45,58.43,78.9,74.09,13.71,0.05,10.34
"2015-04-20","T",742.28,20.89,24.5,85.20,13.41,0.10,-1
"2015-04-21","PN",753.40,22.99,7.0,329.37,1.39,3.53,-1
"2015-04-21","P",761.44,9.45,25.7,36.73,0.88,2.03,7.52
"2015-04-21","B",752.94,15.93,32.9,48.42,1.58,0.12,7.52
"2015-04-21","J",753.43,58.14,78.5,74.09,7.85,0.05,11.12
"2015-04-21","T",742.29,20.99,24.6,85.20,13.25,0.10,-1
"2015-04-22","PN",753.40,22.99,7.0,329.37,2.46,3.53,-1
"2015-04-22","P",761.40,9.35,25.5,36.73,0.89,2.03,7.64
"2015-04-22","B",752.96,16.02,33.1,48.42,1.10,0.12,7.64
"2015-04-22","J",753.45,58.43,78.9,74.09,12.78,0.05,11.07
"2015-04-22","T",742.29,20.99,24.6,85.20,12.84,0.10,-1
"2015-04-23","PN",753.42,23.17,7.0,329.37,5.67,3.53,-1
"2015-04-23","P",761.39,9.33,25.4,36.73,1.74,2.03,8.91
"2015-04-23","B",752.99,16.18,33.4,48.42,1.96,0.12,8.91
"2015-04-23","J",753.47,58.72,79.2,74.09,14.44,0.05,11.07
"2015-04-23","T",742.30,21.08,24.7,85.20,13.64,0.10,-1
"2015-04-24","PN",753.42,23.17,7.0,329.37,3.53,3.53,-1
"2015-04-24","P",761.36,9.25,25.2,36.73,1.18,2.03,8.90
"2015-04-24","B",753.02,16.34,33.7,48.42,1.97,0.12,8.90
"2015-04-24","J",753.47,58.72,79.2,74.09,11.12,0.05,11.07
"2015-04-24","T",742.31,21.18,24.9,85.20,13.06,0.10,-1
"2015-04-25","PN",753.41,23.08,7.0,329.37,2.46,3.53,-1
"2015-04-25","P",761.33,9.18,25.0,36.73,1.18,2.03,7.29
"2015-04-25","B",753.04,16.44,34.0,48.42,1.36,0.12,7.29
"2015-04-25","J",753.47,58.72,79.2,74.09,11.12,0.05,11.07
"2015-04-25","T",742.31,21.18,24.9,85.20,13.26,0.10,-1
"2015-04-26","PN",753.40,22.99,7.0,329.37,2.46,3.53,-1
"2015-04-26","P",761.30,9.11,24.8,36.73,1.18,2.03,7.64
"2015-04-26","B",753.07,16.60,34.3,48.42,1.98,0.12,7.64
"2015-04-26","J",753.47,58.72,79.2,74.09,11.12,0.05,11.07
"2015-04-26","T",742.31,21.18,24.9,85.20,12.67,0.10,-1
"2015-04-27","PN",753.41,23.08,7.0,329.37,4.60,3.53,-1
"2015-04-27","P",761.27,9.03,24.6,36.73,1.19,2.03,7.42
"2015-04-27","B",753.09,16.71,34.5,48.42,1.36,0.12,7.42
"2015-04-27","J",753.46,58.57,79.1,74.09,9.46,0.05,11.07
"2015-04-27","T",742.31,21.18,24.9,85.20,12.85,0.10,-1
"2015-04-28","PN",753.41,23.08,7.0,329.37,3.53,3.53,-1
"2015-04-28","P",761.23,8.94,24.3,36.73,0.91,2.03,7.05
"2015-04-28","B",753.11,16.82,34.7,48.42,1.37,0.12,7.05
"2015-04-28","J",753.45,58.43,78.9,74.09,9.38,0.05,10.99
"2015-04-28","T",742.31,21.18,24.9,85.20,12.50,0.10,-1
"2015-04-29","PN",753.40,22.99,7.0,329.37,2.46,3.53,-1
"2015-04-29","P",761.18,8.82,24.0,36.73,0.64,2.03,6.71
"2015-04-29","B",753.14,16.98,35.1,48.42,2.00,0.12,6.71
"2015-04-29","J",753.43,58.14,78.5,74.09,7.22,0.05,10.49
"2015-04-29","T",742.30,21.08,24.7,85.20,11.10,0.10,-1
"2015-04-30","PN",753.45,23.45,7.1,329.37,8.90,3.53,-1
"2015-04-30","P",761.16,8.77,23.9,36.73,1.48,2.03,6.60
"2015-04-30","B",753.17,17.14,35.4,48.42,2.00,0.12,6.60
"2015-04-30","J",753.40,57.71,77.9,74.09,7.38,0.05,12.30
"2015-04-30","T",742.30,21.08,24.7,85.20,12.70,0.10,-1
"2015-05-01","PN",753.51,24.01,7.3,329.37,10.03,3.53,-1
"2015-05-01","P",761.10,8.63,23.5,36.73,0.37,2.03,7.06
"2015-05-01","B",753.22,17.42,36.0,48.42,3.28,0.12,7.06
"2015-05-01","J",753.41,57.85,78.1,74.09,13.57,0.05,11.86
"2015-05-01","T",742.30,21.08,24.7,85.20,12.47,0.10,-1
"2015-05-02","PN",753.51,24.01,7.3,329.37,3.53,3.53,-1
"2015-05-02","P",761.06,8.53,23.2,36.73,0.93,2.03,7.52
"2015-05-02","B",753.27,17.69,36.5,48.42,3.30,0.12,7.52
"2015-05-02","J",753.40,57.71,77.9,74.09,10.20,0.05,11.81
"2015-05-02","T",742.31,21.18,24.9,85.20,13.58,0.10,-1
"2015-05-03","PN",753.50,23.92,7.3,329.37,2.44,3.53,-1
"2015-05-03","P",761.01,8.41,22.9,36.73,0.67,2.03,7.18
"2015-05-03","B",753.29,17.80,36.8,48.42,1.40,0.12,7.18
"2015-05-03","J",753.38,57.43,77.5,74.09,8.55,0.05,11.81
"2015-05-03","T",742.31,21.18,24.9,85.20,12.68,0.10,-1
"2015-05-04","PN",753.48,23.78,7.2,329.37,1.90,3.53,-1
"2015-05-04","P",760.97,8.32,22.7,36.73,0.95,2.03,6.94
"2015-05-04","B",753.31,17.91,37.0,48.42,1.40,0.12,6.94
"2015-05-04","J",753.36,57.14,77.1,74.09,8.53,0.05,11.78
"2015-05-04","T",742.32,21.27,25.0,85.20,13.11,0.10,-1
"2015-05-05","PN",753.49,23.83,7.2,329.37,4.07,3.53,-1
"2015-05-05","P",760.94,8.25,22.5,36.73,1.22,2.03,7.41
"2015-05-05","B",753.35,18.14,37.5,48.42,2.69,0.12,7.41
"2015-05-05","J",753.37,57.28,77.3,74.09,13.48,0.05,11.78
"2015-05-05","T",742.34,21.47,25.2,85.20,14.90,0.10,-1
"2015-05-06","PN",753.48,23.73,7.2,329.37,2.45,3.53,-1
"2015-05-06","P",760.90,8.16,22.2,36.73,0.96,2.03,7.41
"2015-05-06","B",753.35,18.14,37.5,48.42,0.12,0.12,7.41
"2015-05-06","J",753.36,57.14,77.1,74.09,10.18,0.05,11.78
"2015-05-06","T",742.36,21.66,25.4,85.20,14.47,0.10,-1
"2015-05-07","PN",753.47,23.64,7.2,329.37,2.45,3.53,-1
"2015-05-07","P",760.86,8.06,22.0,36.73,0.96,2.03,6.71
"2015-05-07","B",753.38,18.30,37.8,48.42,2.06,0.12,6.71
"2015-05-07","J",753.34,56.86,76.7,74.09,8.69,0.05,11.94
"2015-05-07","T",742.37,21.75,25.5,85.20,13.18,0.10,-1
"2015-05-08","PN",753.48,23.73,7.2,329.37,4.61,3.53,-1
"2015-05-08","P",760.82,7.97,21.7,36.73,0.97,2.03,7.29
"2015-05-08","B",753.43,18.58,38.4,48.42,3.36,0.12,7.29
"2015-05-08","J",753.34,56.86,76.7,74.09,11.99,0.05,11.94
"2015-05-08","T",742.38,21.85,25.6,85.20,12.92,0.10,-1
"2015-05-09","PN",753.50,23.92,7.3,329.37,4.97,2.80,-1
"2015-05-09","P",760.77,7.86,21.4,36.73,0.71,2.03,7.41
"2015-05-09","B",753.48,18.86,39.0,48.42,3.38,0.12,7.41
"2015-05-09","J",753.34,56.86,76.7,74.09,11.99,0.05,11.94
"2015-05-09","T",742.40,22.04,25.9,85.20,14.10,0.10,-1
"2015-05-10","PN",753.51,24.01,7.3,329.37,3.89,2.80,-1
"2015-05-10","P",760.72,7.74,21.1,36.73,0.72,2.03,6.94
"2015-05-10","B",753.54,19.21,39.7,48.42,4.07,0.12,6.94
"2015-05-10","J",753.33,56.71,76.5,74.09,10.34,0.05,11.94
"2015-05-10","T",742.40,22.04,25.9,85.20,12.41,0.10,-1
"2015-05-11","PN",753.54,24.30,7.4,329.37,6.07,2.80,-1
"2015-05-11","P",760.69,7.68,20.9,36.73,1.25,2.03,7.18
"2015-05-11","B",753.61,19.61,40.5,48.42,4.76,0.12,7.18
"2015-05-11","J",753.36,57.14,77.1,74.09,17.07,0.05,12.08
"2015-05-11","T",742.46,22.63,26.6,85.20,19.12,0.10,-1
"2015-05-12","PN",753.55,24.39,7.4,329.37,3.97,2.88,-1
"2015-05-12","P",760.65,7.59,20.7,36.73,0.99,2.03,7.87
"2015-05-12","B",753.65,19.84,41.0,48.42,2.79,0.12,7.87
"2015-05-12","J",753.37,57.28,77.3,74.09,13.64,0.05,11.94
"2015-05-12","T",742.50,23.02,27.0,85.20,16.62,0.10,-1
"2015-05-13","PN",753.56,24.48,7.4,329.37,3.97,2.88,-1
"2015-05-13","P",760.61,7.50,20.4,36.73,0.99,2.03,7.64
"2015-05-13","B",753.70,20.13,41.6,48.42,3.48,0.12,7.64
"2015-05-13","J",753.37,57.28,77.3,74.09,11.91,0.05,11.86
"2015-05-13","T",742.54,23.41,27.5,85.20,17.41,0.10,-1
"2015-05-14","PN",753.60,24.90,7.6,329.37,7.63,2.80,-1
"2015-05-14","P",760.58,7.43,20.2,36.73,1.26,2.03,6.23
"2015-05-14","B",753.77,20.54,42.4,48.42,4.86,0.12,6.23
"2015-05-14","J",753.37,57.28,77.3,74.09,12.07,0.05,12.02
"2015-05-14","T",742.57,23.71,27.8,85.20,16.04,0.10,-1
"2015-05-15","PN",753.61,25.01,7.6,329.37,4.01,2.80,-1
"2015-05-15","P",760.51,7.28,19.8,36.73,0.24,2.03,7.31
"2015-05-15","B",753.81,20.77,42.9,48.42,2.85,0.12,7.31
"2015-05-15","J",753.35,57.00,76.9,74.09,8.77,0.05,12.02
"2015-05-15","T",742.59,23.91,28.1,85.20,14.99,0.10,-1
"2015-05-16","PN",753.61,24.96,7.6,329.37,2.25,2.80,-1
"2015-05-16","P",760.49,7.23,19.7,36.73,1.52,2.03,6.02
"2015-05-16","B",753.84,20.95,43.3,48.42,2.17,0.12,6.02
"2015-05-16","J",753.34,56.86,76.7,74.09,8.46,0.05,10.06
"2015-05-16","T",742.59,23.91,28.1,85.20,12.39,0.10,-1
"2015-05-17","PN",753.61,24.96,7.6,329.37,2.80,2.80,-1
"2015-05-17","P",760.45,7.14,19.5,36.73,1.02,2.03,6.48
"2015-05-17","B",753.87,21.13,43.6,48.42,2.18,0.12,6.48
"2015-05-17","J",753.33,56.71,76.5,74.09,9.26,0.05,10.86
"2015-05-17","T",742.59,23.91,28.1,85.20,13.08,0.10,-1
"2015-05-18","PN",753.61,24.96,7.6,329.37,2.80,2.80,-1
"2015-05-18","P",760.41,7.06,19.2,36.73,1.02,2.03,6.37
"2015-05-18","B",753.90,21.31,44.0,48.42,2.19,0.12,6.37
"2015-05-18","J",753.32,56.57,76.4,74.09,9.26,0.05,10.86
"2015-05-18","T",742.60,24.01,28.2,85.20,13.54,0.10,-1
"2015-05-19","PN",753.60,24.86,7.5,329.37,1.70,2.80,-1
"2015-05-19","P",760.36,6.95,18.9,36.73,0.78,2.03,6.02
"2015-05-19","B",753.92,21.43,44.3,48.42,1.50,0.12,6.02
"2015-05-19","J",753.28,56.07,75.7,74.09,7.25,0.05,12.95
"2015-05-19","T",742.60,24.01,28.2,85.20,13.15,0.10,-1
"2015-05-20","PN",753.61,24.96,7.6,329.37,3.90,2.80,-1
"2015-05-20","P",760.32,6.86,18.7,36.73,1.03,2.03,5.90
"2015-05-20","B",753.94,21.55,44.5,48.42,1.51,0.12,5.90
"2015-05-20","J",753.25,55.58,75.0,74.09,8.27,0.05,13.95
"2015-05-20","T",742.63,24.31,28.5,85.20,16.74,0.10,-1
"2015-05-21","PN",753.61,24.96,7.6,329.37,2.80,2.80,-1
"2015-05-21","P",760.28,6.78,18.5,36.73,1.04,2.03,6.37
"2015-05-21","B",753.96,21.67,44.7,48.42,1.51,0.12,6.37
"2015-05-21","J",753.22,55.16,74.4,74.09,9.10,0.05,13.95
"2015-05-21","T",742.65,24.51,28.8,85.20,15.23,0.10,-1
"2015-05-22","PN",753.61,24.96,7.6,329.37,2.80,2.80,-1
"2015-05-22","P",760.23,6.67,18.2,36.73,0.80,2.03,6.37
"2015-05-22","B",753.97,21.73,44.9,48.42,0.82,0.12,6.37
"2015-05-22","J",753.19,54.73,73.9,74.09,9.17,0.05,14.01
"2015-05-22","T",742.67,24.71,29.0,85.20,15.19,0.10,-1
"2015-05-23","PN",753.59,24.82,7.5,329.37,1.15,2.80,-1
"2015-05-23","P",760.18,6.57,17.9,36.73,0.81,2.03,6.37
"2015-05-23","B",753.98,21.79,45.0,48.42,0.82,0.12,6.37
"2015-05-23","J",753.15,54.23,73.2,74.09,7.93,0.05,13.73
"2015-05-23","T",742.68,24.86,29.2,85.20,14.06,0.10,-1
"2015-05-24","PN",753.58,24.72,7.5,329.37,1.70,2.80,-1
"2015-05-24","P",760.12,6.44,17.5,36.73,0.57,2.03,6.02
"2015-05-24","B",753.99,21.85,45.1,48.42,0.82,0.12,6.02
"2015-05-24","J",753.11,53.67,72.4,74.09,7.32,0.05,13.76
"2015-05-24","T",742.69,24.96,29.3,85.20,14.43,0.10,-1
"2015-05-25","PN",753.58,24.67,7.5,329.37,2.25,2.80,-1
"2015-05-25","P",760.06,6.31,17.2,36.73,0.58,2.03,6.02
"2015-05-25","B",754.02,22.03,45.5,48.42,2.22,0.12,6.02
"2015-05-25","J",753.06,52.98,71.5,74.09,6.59,0.05,14.46
"2015-05-25","T",742.71,25.11,29.5,85.20,14.70,0.10,-1
"2015-05-26","PN",753.57,24.58,7.5,329.37,1.70,2.80,-1
"2015-05-26","P",759.99,6.17,16.8,36.73,0.36,2.03,4.86
"2015-05-26","B",754.03,22.09,45.6,48.42,0.82,0.12,4.86
"2015-05-26","J",753.01,52.22,70.5,74.09,5.51,0.05,14.31
"2015-05-26","T",742.73,25.32,29.7,85.20,15.55,0.10,-1
"2015-05-27","PN",753.56,24.48,7.4,329.37,1.70,2.80,-1
"2015-05-27","P",759.93,6.05,16.5,36.73,0.61,2.03,5.67
"2015-05-27","B",754.04,22.15,45.7,48.42,0.82,0.12,5.67
"2015-05-27","J",752.96,51.53,69.5,74.09,6.35,0.05,14.31
"2015-05-27","T",742.76,25.62,30.1,85.20,16.28,0.10,-1
"2015-05-28","PN",753.55,24.39,7.4,329.37,1.05,2.14,-1
"2015-05-28","P",759.95,6.09,16.6,36.73,1.37,0.90,3.24
"2015-05-28","B",754.02,22.03,45.5,48.42,1.71,0.12,6.23
"2015-05-28","J",752.92,50.97,68.8,74.09,7.83,0.05,14.17
"2015-05-28","T",742.78,25.83,30.3,85.20,14.86,0.10,-1
"2015-05-29","PN",753.54,24.30,7.4,329.37,0.99,2.08,-1
"2015-05-29","P",759.95,6.09,16.6,36.73,0.90,0.90,3.36
"2015-05-29","B",754.00,21.91,45.2,48.42,0.29,0.12,4.93
"2015-05-29","J",752.88,50.42,68.1,74.09,7.78,0.05,14.10
"2015-05-29","T",742.80,26.03,30.6,85.20,14.26,0.10,-1
"2015-05-30","PN",753.54,24.30,7.4,329.37,2.08,2.08,-1
"2015-05-30","P",759.89,5.97,16.2,36.73,0.62,2.03,5.07
"2015-05-30","B",753.97,21.73,44.9,48.42,0.03,0.12,7.07
"2015-05-30","J",752.86,50.15,67.7,74.09,10.92,0.05,14.05
"2015-05-30","T",742.81,26.13,30.7,85.20,14.24,0.10,-1
"2015-05-31","PN",753.54,24.30,7.4,329.37,2.08,2.08,-1
"2015-05-31","P",759.86,5.90,16.1,36.73,1.33,2.03,4.77
"2015-05-31","B",753.96,21.67,44.7,48.42,0.99,0.12,6.34
"2015-05-31","J",752.84,49.87,67.3,74.09,10.83,0.05,13.95
"2015-05-31","T",742.84,26.44,31.0,85.20,15.93,0.10,-1
"2015-06-01","PN",753.54,24.30,7.4,329.37,2.08,2.08,-1
"2015-06-01","P",759.79,5.76,15.7,36.73,0.40,2.03,4.17
"2015-06-01","B",753.94,21.55,44.5,48.42,0.45,0.12,5.89
"2015-06-01","J",752.81,49.46,66.8,74.09,9.18,0.05,13.88
"2015-06-01","T",742.87,26.75,31.4,85.20,16.14,0.10,-1
"2015-06-02","PN",753.53,24.24,7.4,329.37,1.42,2.08,-1
"2015-06-02","P",759.74,5.66,15.4,36.73,0.88,2.03,4.63
"2015-06-02","B",753.92,21.43,44.3,48.42,0.50,0.12,6.40
"2015-06-02","J",752.78,49.05,66.2,74.09,8.72,0.05,13.41
"2015-06-02","T",742.89,26.96,31.6,85.20,14.61,0.10,-1
"2015-06-03","PN",753.53,24.20,7.3,329.37,1.64,2.08,-1
"2015-06-03","P",759.69,5.57,15.2,36.73,0.88,2.03,4.51
"2015-06-03","B",753.90,21.31,44.0,48.42,0.09,0.12,5.86
"2015-06-03","J",752.75,48.65,65.7,74.09,9.05,0.05,13.73
"2015-06-03","T",742.91,27.17,31.9,85.20,14.68,0.10,-1
"2015-06-04","PN",753.52,24.14,7.3,329.37,1.32,2.08,-1
"2015-06-04","P",759.64,5.47,14.9,36.73,0.89,2.03,4.28
"2015-06-04","B",753.88,21.19,43.8,48.42,0.51,0.12,6.05
"2015-06-04","J",752.71,48.17,65.0,74.09,8.19,0.05,13.66
"2015-06-04","T",742.93,27.38,32.1,85.20,14.50,0.10,-1
"2015-06-05","PN",753.51,24.06,7.3,329.37,1.21,2.08,-1
"2015-06-05","P",759.58,5.35,14.6,36.73,0.68,2.03,4.75
"2015-06-05","B",753.86,21.07,43.5,48.42,0.69,0.12,6.70
"2015-06-05","J",752.68,47.70,64.4,74.09,8.24,0.05,13.66
"2015-06-05","T",742.95,27.59,32.4,85.20,14.86,0.10,-1
"2015-06-06","PN",753.50,23.96,7.3,329.37,0.98,2.08,-1
"2015-06-06","P",759.52,5.23,14.3,36.73,0.69,2.03,4.63
"2015-06-06","B",753.85,21.01,43.4,48.42,1.42,0.12,6.62
"2015-06-06","J",752.64,47.16,63.6,74.09,7.32,0.05,13.52
"2015-06-06","T",742.97,27.80,32.6,85.20,15.36,0.10,-1
"2015-06-07","PN",753.49,23.87,7.2,329.37,1.00,2.08,-1
"2015-06-07","P",759.46,5.12,13.9,36.73,0.70,2.03,4.51
"2015-06-07","B",753.83,20.89,43.1,48.42,0.61,0.12,6.37
"2015-06-07","J",752.61,46.75,63.1,74.09,7.90,0.05,12.52
"2015-06-07","T",742.98,27.90,32.7,85.20,13.85,0.10,-1
"2015-06-08","PN",753.48,23.78,7.2,329.37,0.99,2.08,-1
"2015-06-08","P",759.40,5.01,13.6,36.73,0.71,2.03,4.17
"2015-06-08","B",753.80,20.74,42.8,48.42,0.39,0.12,6.15
"2015-06-08","J",752.57,46.26,62.4,74.09,7.75,0.05,13.45
"2015-06-08","T",742.99,28.05,32.9,85.20,14.44,0.10,-1
"2015-06-09","PN",753.47,23.67,7.2,329.37,0.79,2.08,-1
"2015-06-09","P",759.35,4.91,13.4,36.73,0.94,2.03,4.28
"2015-06-09","B",753.78,20.60,42.5,48.42,0.41,0.12,6.27
"2015-06-09","J",752.55,45.95,62.0,74.09,7.86,0.05,11.37
"2015-06-09","T",742.99,28.01,32.9,85.20,12.41,0.10,-1
"2015-06-10","PN",753.46,23.54,7.1,329.37,0.67,2.08,-1
"2015-06-10","P",759.31,4.84,13.2,36.73,1.16,2.03,4.40
"2015-06-10","B",753.76,20.48,42.3,48.42,0.33,0.12,5.97
